time,right_j0,right_j1,right_j2,right_j3,right_j4,right_j5,right_j6,right_gripper
0.299807,-0.377674804687,-0.922293945312,-0.02196484375,1.956515625,-0.0033427734375,0.326913085938,-0.0044189453125,0.041667
0.300330,-0.377674804687,-0.922293945312,-0.02196484375,1.956515625,-0.0033427734375,0.326913085938,-0.0044189453125,0.041667
0.310504,-0.383869140625,-0.922088867188,-0.0221083984375,1.95318554687,-0.003548828125,0.331470703125,-0.0044189453125,0.041667
0.320564,-0.389959960938,-0.921985351563,-0.0222529296875,1.94972070312,-0.003548828125,0.33602734375,-0.0044189453125,0.041667
0.330578,-0.39605078125,-0.921779296875,-0.0225419921875,1.946390625,-0.0033427734375,0.340998046875,-0.0044189453125,0.041667
0.340577,-0.402141601563,-0.921676757813,-0.0225419921875,1.94306152344,-0.003548828125,0.345555664062,-0.0044189453125,0.041667
0.351077,-0.408329101563,-0.92157421875,-0.0226865234375,1.93987597656,-0.003755859375,0.35011328125,-0.0044189453125,0.041667
0.360578,-0.414522460938,-0.921470703125,-0.0226865234375,1.93669140625,-0.003755859375,0.354670898437,-0.0044189453125,0.041667
0.370605,-0.420709960938,-0.921265625,-0.0228310546875,1.93351464844,-0.003962890625,0.359848632813,-0.0044189453125,0.041667
0.380614,-0.426904296875,-0.921162109375,-0.0228310546875,1.93047363281,-0.003962890625,0.364612304687,-0.0044189453125,0.041667
0.390592,-0.433090820313,-0.921059570312,-0.0228310546875,1.92743261719,-0.003755859375,0.368963867188,-0.0044189453125,0.041667
0.400645,-0.439182617188,-0.920956054687,-0.0228310546875,1.92439160156,-0.003755859375,0.373727539063,-0.0044189453125,0.041667
0.410691,-0.445375976562,-0.920853515625,-0.0228310546875,1.92136035156,-0.003755859375,0.378905273438,-0.0044189453125,0.041667
0.420643,-0.451569335937,-0.920750976563,-0.0228310546875,1.91846386719,-0.003755859375,0.38408203125,-0.0044189453125,0.041667
0.430626,-0.457756835937,-0.920647460938,-0.0226865234375,1.91542285156,-0.003548828125,0.389052734375,-0.0044189453125,0.041667
0.440626,-0.463841796875,-0.920544921875,-0.0226865234375,1.91252636719,-0.003755859375,0.393817382813,-0.0044189453125,0.041667
0.452214,-0.469932617188,-0.920442382813,-0.0226865234375,1.90977441406,-0.003755859375,0.398581054687,-0.0044189453125,0.041667
0.460728,-0.476125976562,-0.920338867188,-0.0226865234375,1.90688671875,-0.003755859375,0.403551757813,-0.0044189453125,0.041667
0.470617,-0.4822109375,-0.920338867188,-0.0226865234375,1.90399023437,-0.003755859375,0.408522460937,-0.0044189453125,0.041667
0.480626,-0.488404296875,-0.920236328125,-0.0226865234375,1.90109375,-0.003962890625,0.413080078125,-0.00419921875,0.041667
0.490616,-0.494495117187,-0.9201328125,-0.0226865234375,1.89834179688,-0.003962890625,0.41741796875,-0.0044189453125,0.041667
0.500633,-0.500573242187,-0.920030273437,-0.0226865234375,1.89530957031,-0.003962890625,0.422595703125,-0.00419921875,0.041667
0.510623,-0.5066640625,-0.920030273437,-0.0226865234375,1.89241308594,-0.003962890625,0.42756640625,-0.00419921875,0.041667
0.520639,-0.51265234375,-0.920030273437,-0.0226865234375,1.88951660156,-0.003962890625,0.432124023438,-0.00419921875,0.041667
0.530609,-0.518737304688,-0.920030273437,-0.0226865234375,1.88647558594,-0.00415625,0.436474609375,-0.0044189453125,0.041667
0.540635,-0.524724609375,-0.920030273437,-0.0228310546875,1.88372363281,-0.00415625,0.440826171875,-0.0044189453125,0.041667
0.550595,-0.530809570312,-0.920030273437,-0.0228310546875,1.8808359375,-0.00415625,0.445370117188,-0.0044189453125,0.041667
0.560666,-0.536791015625,-0.9201328125,-0.0228310546875,1.87793945312,-0.0043623046875,0.449927734375,-0.0044189453125,0.041667
0.570649,-0.542881835937,-0.9201328125,-0.0228310546875,1.8751875,-0.0043623046875,0.453866210938,-0.0044189453125,0.041667
0.580653,-0.54886328125,-0.920030273437,-0.0228310546875,1.87229101563,-0.0045693359375,0.457791015625,-0.0044189453125,0.041667
0.590661,-0.5548515625,-0.920030273437,-0.0228310546875,1.8695390625,-0.0045693359375,0.462348632812,-0.0044189453125,0.041667
0.600648,-0.560833007813,-0.919927734375,-0.0228310546875,1.86678613281,-0.0043623046875,0.466493164063,-0.0044189453125,0.041667
0.610667,-0.566923828125,-0.919927734375,-0.0226865234375,1.86389941406,-0.0045693359375,0.470624023437,-0.0044189453125,0.041667
0.620696,-0.572899414063,-0.91982421875,-0.0226865234375,1.86114648438,-0.0045693359375,0.4745625,-0.0044189453125,0.041667
